date.time,date,site,plot,common.name,scientific.name,family,assessment.method,season,SamplingDay,sampling.trip
2022-07-23T19:15:31Z,2022-07-23,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,237,NA
2022-07-24T06:05:10Z,2022-07-24,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,238,NA
2022-07-25T21:51:22Z,2022-07-25,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,239,NA
2022-07-26T21:15:07Z,2022-07-26,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,240,NA
2022-07-27T19:50:19Z,2022-07-27,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,241,NA
2022-07-28T18:42:37Z,2022-07-28,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,242,NA
2022-07-29T18:47:04Z,2022-07-29,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,243,NA
2022-07-30T21:08:16Z,2022-07-30,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,244,NA
2022-07-31T22:24:37Z,2022-07-31,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,245,NA
2022-08-01T22:10:19Z,2022-08-01,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,246,NA
2022-08-02T20:03:01Z,2022-08-02,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,247,NA
2022-08-03T20:36:07Z,2022-08-03,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,248,NA
2022-08-04T21:03:10Z,2022-08-04,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,249,NA
2022-08-05T01:01:58Z,2022-08-05,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,250,NA
2022-08-06T21:41:46Z,2022-08-06,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,251,NA
2022-08-19T19:01:40Z,2022-08-19,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,264,NA
2022-08-20T21:34:43Z,2022-08-20,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,265,NA
2022-08-21T20:32:10Z,2022-08-21,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,266,NA
2022-08-23T19:58:04Z,2022-08-23,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,268,NA
2022-08-29T23:12:16Z,2022-08-29,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,274,NA
2022-08-30T23:52:16Z,2022-08-30,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,275,NA
2022-08-31T22:09:28Z,2022-08-31,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,winter,276,NA
2022-09-01T00:34:07Z,2022-09-01,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,187,NA
2022-09-02T22:11:22Z,2022-09-02,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,188,NA
2022-09-03T21:07:13Z,2022-09-03,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,189,NA
2022-09-13T20:06:19Z,2022-09-13,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,199,NA
2022-09-14T02:25:19Z,2022-09-14,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,200,NA
2022-09-15T04:09:16Z,2022-09-15,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,201,NA
2022-09-17T04:27:31Z,2022-09-17,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,203,NA
2022-09-18T02:43:34Z,2022-09-18,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,204,NA
2022-09-19T01:32:31Z,2022-09-19,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,205,NA
2022-09-22T20:28:25Z,2022-09-22,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,208,NA
2022-09-23T20:02:55Z,2022-09-23,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,209,NA
2022-09-25T00:10:22Z,2022-09-25,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,211,NA
2022-09-28T03:19:58Z,2022-09-28,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,214,NA
2022-09-29T23:51:04Z,2022-09-29,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,215,Wambiana.spring.2022
2022-09-30T01:54:25Z,2022-09-30,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,216,Wambiana.spring.2022
2022-10-01T02:51:55Z,2022-10-01,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,217,Wambiana.spring.2022
2022-10-19T20:04:49Z,2022-10-19,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,235,NA
2022-10-20T19:52:04Z,2022-10-20,Wambiana,DryB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,236,NA
2022-10-21T23:34:28Z,2022-10-21,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,237,NA
2022-10-22T00:13:46Z,2022-10-22,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,238,NA
2022-10-23T00:08:55Z,2022-10-23,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,239,NA
2022-10-28T23:40:49Z,2022-10-28,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,244,NA
2022-10-29T23:40:07Z,2022-10-29,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,245,NA
2022-10-30T02:07:58Z,2022-10-30,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,246,NA
2022-11-16T10:05:43Z,2022-11-16,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,263,NA
2022-11-21T22:42:40Z,2022-11-21,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,268,NA
2022-11-22T02:35:46Z,2022-11-22,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,269,NA
2022-11-30T20:26:22Z,2022-11-30,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,spring,277,NA
2022-12-01T00:31:52Z,2022-12-01,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,272,NA
2022-12-02T00:45:13Z,2022-12-02,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,273,NA
2022-12-03T02:45:16Z,2022-12-03,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,274,NA
2022-12-04T00:10:10Z,2022-12-04,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,275,NA
2022-12-05T11:09:10Z,2022-12-05,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,276,NA
2022-12-06T02:54:43Z,2022-12-06,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,277,NA
2022-12-14T00:44:52Z,2022-12-14,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,285,NA
2022-12-18T23:44:16Z,2022-12-18,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,289,NA
2022-12-27T04:13:55Z,2022-12-27,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,298,NA
2022-12-28T00:22:40Z,2022-12-28,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,299,NA
2022-12-30T02:09:01Z,2022-12-30,Wambiana,DryB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,301,NA
2023-01-06T02:37:49Z,2023-01-06,Wambiana,DryB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,308,NA
2023-01-15T23:05:13Z,2023-01-15,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,317,NA
2023-01-20T00:15:34Z,2023-01-20,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,322,NA
2023-01-26T22:42:31Z,2023-01-26,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,328,NA
2023-01-27T22:36:31Z,2023-01-27,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,329,NA
2023-01-28T01:49:52Z,2023-01-28,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,330,NA
2023-01-29T22:44:07Z,2023-01-29,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,331,NA
2023-02-04T23:55:52Z,2023-02-04,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,337,NA
2023-02-05T21:48:19Z,2023-02-05,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,338,NA
2023-02-06T04:15:55Z,2023-02-06,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,339,NA
2023-02-09T22:25:13Z,2023-02-09,Wambiana,DryB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,342,NA
2023-02-10T01:42:52Z,2023-02-10,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,343,NA
2023-02-11T03:15:34Z,2023-02-11,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,344,NA
2023-02-12T02:36:04Z,2023-02-12,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,345,NA
2023-02-15T03:53:52Z,2023-02-15,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,348,NA
2023-02-18T19:42:55Z,2023-02-18,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,351,NA
2023-02-19T01:22:28Z,2023-02-19,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,352,NA
2023-02-23T01:42:46Z,2023-02-23,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,356,NA
2023-02-26T22:22:43Z,2023-02-26,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,359,NA
2023-02-28T10:27:55Z,2023-02-28,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,summer,361,NA
2023-03-04T11:17:13Z,2023-03-04,Wambiana,DryA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,280,NA
2023-03-05T21:48:07Z,2023-03-05,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,281,NA
2023-03-24T20:24:31Z,2023-03-24,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,300,NA
2023-03-29T21:28:40Z,2023-03-29,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,305,NA
2023-03-31T23:29:53Z,2023-03-31,Wambiana,WetA,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,307,NA
2023-04-01T21:28:46Z,2023-04-01,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,308,NA
2023-04-02T19:55:37Z,2023-04-02,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,309,NA
2023-04-04T21:11:07Z,2023-04-04,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,311,NA
2023-04-05T19:38:49Z,2023-04-05,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,312,NA
2023-04-07T21:36:46Z,2023-04-07,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,314,NA
2023-04-08T19:49:16Z,2023-04-08,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,315,NA
2023-04-09T22:31:25Z,2023-04-09,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,316,NA
2023-04-10T20:31:22Z,2023-04-10,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,317,NA
2023-04-11T23:16:46Z,2023-04-11,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,318,NA
2023-04-12T00:35:43Z,2023-04-12,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,319,NA
2023-04-13T19:37:46Z,2023-04-13,Wambiana,WetB,Cane Toad,Rhinella marina,Bufonidae,PAM.all,autumn,320,NA
2020-10-19T00:54:01Z,2020-10-19,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,17,NA
2020-11-22T23:08:10Z,2020-11-22,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,51,NA
2021-08-02T14:44:52Z,2021-08-02,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,63,NA
2021-08-03T02:30:49Z,2021-08-03,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,64,NA
2021-08-06T13:32:01Z,2021-08-06,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,67,NA
2021-08-08T21:28:43Z,2021-08-08,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,69,NA
2021-08-09T14:05:19Z,2021-08-09,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,70,NA
2021-08-10T15:24:01Z,2021-08-10,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,71,NA
2021-08-11T13:05:43Z,2021-08-11,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,72,NA
2021-08-12T15:03:37Z,2021-08-12,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,73,NA
2021-08-14T15:35:37Z,2021-08-14,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,75,NA
2021-08-15T12:19:55Z,2021-08-15,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,76,NA
2021-08-16T10:02:37Z,2021-08-16,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,77,NA
2021-08-17T09:26:46Z,2021-08-17,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,78,NA
2021-08-18T13:54:52Z,2021-08-18,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,79,NA
2021-08-19T12:03:37Z,2021-08-19,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,80,NA
2021-08-20T12:37:04Z,2021-08-20,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,81,NA
2021-08-21T11:02:46Z,2021-08-21,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,82,NA
2021-08-22T11:39:01Z,2021-08-22,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,83,NA
2021-08-23T14:34:25Z,2021-08-23,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,84,NA
2021-08-30T12:07:22Z,2021-08-30,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,91,NA
2021-08-31T18:00:40Z,2021-08-31,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,winter,92,NA
2021-09-01T13:26:13Z,2021-09-01,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,60,NA
2021-09-02T13:57:52Z,2021-09-02,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,61,NA
2021-09-03T11:41:04Z,2021-09-03,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,62,NA
2021-09-04T13:30:37Z,2021-09-04,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,63,NA
2021-09-05T03:27:55Z,2021-09-05,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,64,NA
2021-09-06T16:36:13Z,2021-09-06,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,65,NA
2021-09-08T16:06:31Z,2021-09-08,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,67,NA
2021-09-09T14:20:34Z,2021-09-09,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,68,NA
2021-09-10T02:02:58Z,2021-09-10,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,69,NA
2021-09-11T09:40:04Z,2021-09-11,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,70,NA
2021-09-12T18:11:58Z,2021-09-12,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,71,NA
2021-09-13T04:39:52Z,2021-09-13,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,72,NA
2021-09-14T12:58:13Z,2021-09-14,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,73,NA
2021-09-15T18:41:40Z,2021-09-15,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,74,NA
2021-09-16T20:58:49Z,2021-09-16,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,75,NA
2021-09-17T07:47:22Z,2021-09-17,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,76,NA
2021-09-18T18:11:22Z,2021-09-18,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,77,NA
2021-09-19T01:06:46Z,2021-09-19,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,78,NA
2021-09-20T17:55:13Z,2021-09-20,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,79,NA
2021-09-21T01:32:40Z,2021-09-21,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,80,NA
2021-09-22T14:38:37Z,2021-09-22,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,81,NA
2021-09-24T17:57:25Z,2021-09-24,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,83,NA
2021-09-25T01:45:46Z,2021-09-25,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,84,NA
2021-09-27T18:03:25Z,2021-09-27,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,86,NA
2021-09-28T18:15:58Z,2021-09-28,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,87,NA
2021-09-29T03:06:52Z,2021-09-29,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,88,NA
2021-09-30T02:14:55Z,2021-09-30,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,89,NA
2021-10-03T01:32:46Z,2021-10-03,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,92,NA
2021-10-04T18:56:16Z,2021-10-04,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,93,NA
2021-10-05T19:23:46Z,2021-10-05,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,94,NA
2021-10-06T19:08:04Z,2021-10-06,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,95,NA
2021-10-07T19:09:55Z,2021-10-07,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,96,NA
2021-10-08T17:02:46Z,2021-10-08,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,97,NA
2021-10-09T17:30:40Z,2021-10-09,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,98,NA
2021-10-10T19:06:56Z,2021-10-10,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,99,NA
2021-10-11T19:07:41Z,2021-10-11,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,100,NA
2021-10-12T03:55:37Z,2021-10-12,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,101,NA
2021-10-13T05:12:49Z,2021-10-13,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,102,NA
2021-10-14T21:56:46Z,2021-10-14,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,103,NA
2021-10-15T19:26:46Z,2021-10-15,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,104,NA
2021-10-16T23:52:49Z,2021-10-16,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,105,NA
2021-10-17T23:04:10Z,2021-10-17,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,106,NA
2021-10-18T01:33:22Z,2021-10-18,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,107,NA
2021-10-19T19:15:13Z,2021-10-19,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,108,NA
2021-10-20T18:58:55Z,2021-10-20,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,109,NA
2021-10-21T19:14:04Z,2021-10-21,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,110,NA
2021-10-22T19:08:01Z,2021-10-22,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,111,NA
2021-10-23T19:20:31Z,2021-10-23,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,112,NA
2021-10-24T19:20:28Z,2021-10-24,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,113,NA
2021-10-25T19:21:49Z,2021-10-25,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,114,NA
2021-10-26T02:23:37Z,2021-10-26,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,115,NA
2021-10-27T01:48:13Z,2021-10-27,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,116,NA
2021-10-28T19:55:49Z,2021-10-28,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,117,NA
2021-10-30T02:49:46Z,2021-10-30,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,119,NA
2021-10-31T19:36:19Z,2021-10-31,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,120,NA
2021-11-01T19:41:49Z,2021-11-01,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,121,NA
2021-11-02T02:28:28Z,2021-11-02,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,122,NA
2021-11-03T19:46:31Z,2021-11-03,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,123,NA
2021-11-04T19:41:01Z,2021-11-04,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,124,NA
2021-11-06T19:33:37Z,2021-11-06,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,126,NA
2021-11-07T01:57:19Z,2021-11-07,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,127,NA
2021-11-09T05:00:22Z,2021-11-09,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,129,NA
2021-11-11T21:19:43Z,2021-11-11,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,131,NA
2021-11-12T01:07:49Z,2021-11-12,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,132,NA
2021-11-13T04:00:19Z,2021-11-13,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,133,NA
2021-11-14T19:41:13Z,2021-11-14,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,134,NA
2021-11-15T20:03:46Z,2021-11-15,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,135,NA
2021-11-16T19:06:55Z,2021-11-16,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,136,NA
2021-11-17T19:44:55Z,2021-11-17,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,PAM.all,spring,137,NA
